"";"LotArea";"LotShape";"Utilities";"LandSlope";"HouseStyle";"OverallCond";"YearBuilt";"YearRemodAdd";"BsmtCond";"TotalBsmtSF";"Heating";"HeatingQC";"CentralAir";"KitchenQual";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"GarageCond";"PoolArea";"PoolQC";"MoSold";"YrSold";"SalePrice"
"2309";"7841 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1577;"GasA";"Ex";"Y";"Ex";1;"Gd";2;564;"TA";0;NA;5;2007;0
"2310";"6240 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1324;"GasA";"Ex";"Y";"Gd";1;"Gd";2;550;"TA";0;NA;9;2007;0
"2311";"3242 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";1405;"GasA";"Ex";"Y";"Gd";1;"Gd";2;478;"TA";0;NA;3;2007;0
"2312";"15810 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";768;"GasA";"Ex";"Y";"Gd";0;NA;2;572;"TA";0;NA;5;2007;0
"2313";"10237 m2";"Reg";"AllPub";"Gtl";"2Story";5;2005;2006;"TA";768;"GasA";"Ex";"Y";"Gd";1;"Gd";2;400;"TA";0;NA;6;2007;0
"2314";"13204 m2";"IR1";"AllPub";"Gtl";"2Story";5;2006;2007;"TA";608;"GasA";"Ex";"Y";"Gd";0;NA;2;454;"TA";0;NA;5;2007;0
"2315";"8857 m2";"IR1";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";738;"GasA";"Ex";"Y";"Gd";1;"Gd";2;440;"TA";0;NA;3;2007;0
"2316";"9729 m2";"IR1";"AllPub";"Gtl";"2Story";5;2006;2007;"TA";698;"GasA";"Ex";"Y";"Gd";1;"Gd";3;350;"TA";0;NA;6;2007;0
"2317";"12216 m2";"IR1";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1326;"GasA";"Ex";"Y";"Gd";0;NA;2;388;"TA";0;NA;6;2007;0
"2318";"8229 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";752;"GasA";"Ex";"Y";"Gd";0;NA;2;440;"TA";0;NA;12;2007;0
"2319";"7713 m2";"Reg";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";728;"GasA";"Ex";"Y";"Gd";0;NA;2;400;"TA";0;NA;7;2007;0
"2320";"7697 m2";"Reg";"AllPub";"Gtl";"1Story";6;2007;2007;"TA";1246;"GasA";"Ex";"Y";"Gd";0;NA;2;462;"TA";0;NA;8;2007;0
"2321";"3621 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2003;"TA";1406;"GasA";"Ex";"Y";"Gd";1;"TA";3;630;"TA";0;NA;11;2007;0
"2322";"3710 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1266;"GasA";"Ex";"Y";"Gd";1;"Gd";2;388;"TA";0;NA;8;2007;0
"2323";"16219 m2";"IR2";"AllPub";"Gtl";"SLvl";5;2004;2005;"TA";835;"GasA";"Ex";"Y";"Gd";0;NA;2;437;"TA";0;NA;4;2007;0
"2324";"11084 m2";"IR1";"AllPub";"Gtl";"SLvl";5;2004;2004;"TA";384;"GasA";"Ex";"Y";"Gd";1;"Gd";2;400;"TA";0;NA;6;2007;0
"2325";"10936 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1510;"GasA";"Ex";"Y";"Gd";1;"Gd";2;534;"TA";0;NA;4;2007;0
"2326";"11950 m2";"IR1";"AllPub";"Gtl";"SLvl";5;2003;2003;"TA";384;"GasA";"Ex";"Y";"Gd";1;"TA";2;400;"TA";0;NA;10;2007;0
"2327";"7875 m2";"Reg";"AllPub";"Gtl";"2Story";5;2003;2003;"TA";847;"GasA";"Ex";"Y";"Gd";1;"Gd";2;434;"TA";0;NA;7;2007;0
"2328";"8740 m2";"IR1";"AllPub";"Gtl";"2Story";5;2002;2002;"TA";854;"GasA";"Ex";"Y";"Gd";1;"Gd";2;435;"TA";0;NA;7;2007;0
"2329";"9487 m2";"IR1";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";915;"GasA";"Ex";"Y";"TA";1;"TA";2;442;"TA";0;NA;6;2007;0
"2330";"9649 m2";"IR1";"AllPub";"Gtl";"2Story";5;1999;2000;"TA";941;"GasA";"Ex";"Y";"TA";1;"TA";2;460;"TA";0;NA;5;2007;0
"2331";"12191 m2";"IR1";"AllPub";"Gtl";"2Story";5;1997;1998;"TA";1779;"GasA";"Ex";"Y";"Gd";2;"TA";3;925;"TA";0;NA;6;2007;0
"2332";"10557 m2";"IR1";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";1408;"GasA";"Ex";"Y";"Gd";1;"TA";3;806;"TA";0;NA;7;2007;0
"2333";"11002 m2";"IR1";"AllPub";"Gtl";"2Story";5;1998;1999;"TA";1389;"GasA";"Ex";"Y";"Gd";1;"TA";3;758;"TA";0;NA;1;2007;0
"2334";"10790 m2";"Reg";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";1066;"GasA";"Ex";"Y";"Gd";1;"TA";3;600;"TA";0;NA;5;2007;0
"2335";"11762 m2";"Reg";"AllPub";"Gtl";"2Story";5;1992;1993;"TA";1105;"GasA";"Ex";"Y";"Gd";1;"TA";2;517;"TA";0;NA;9;2007;0
"2336";"9044 m2";"IR1";"AllPub";"Gtl";"2Story";5;1996;1997;"TA";1325;"GasA";"Ex";"Y";"Gd";1;"TA";3;933;"TA";0;NA;5;2007;0
"2337";"9910 m2";"Reg";"AllPub";"Gtl";"1Story";6;2007;2007;"TA";1369;"GasA";"Ex";"Y";"Gd";0;NA;2;605;"TA";0;NA;9;2007;0
"2338";"11830 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1542;"GasA";"Ex";"Y";"Gd";1;"Gd";3;852;"TA";0;NA;7;2007;0
"2339";"10612 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1524;"GasA";"Gd";"Y";"Gd";1;"Gd";2;484;"TA";0;NA;1;2007;0
"2340";"12291 m2";"IR1";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1966;"GasA";"Ex";"Y";"Ex";1;"Gd";3;1092;"TA";0;NA;10;2007;0
"2341";"9965 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1528;"GasA";"Ex";"Y";"Gd";1;"TA";2;480;"TA";0;NA;9;2007;0
"2342";"8847 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2005;"TA";1538;"GasA";"Ex";"Y";"Gd";0;NA;2;484;"TA";0;NA;12;2007;0
"2343";"8251 m2";"Reg";"AllPub";"Gtl";"1Story";5;2005;2006;"Gd";1494;"GasA";"Ex";"Y";"Gd";1;"Gd";2;672;"TA";0;NA;4;2007;0
"2344";"9605 m2";"Reg";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";982;"GasA";"Ex";"Y";"Gd";0;NA;3;574;"TA";0;NA;7;2007;0
"2345";"8778 m2";"Reg";"AllPub";"Gtl";"2Story";5;2006;2006;"TA";1302;"GasA";"Ex";"Y";"Gd";0;NA;3;859;"TA";0;NA;3;2007;0
"2346";"8640 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1338;"GasA";"Ex";"Y";"Gd";0;NA;2;598;"TA";0;NA;11;2007;0
"2347";"9000 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1335;"GasA";"Ex";"Y";"Gd";0;NA;2;575;"TA";0;NA;6;2007;0
"2348";"8640 m2";"Reg";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";896;"GasA";"Ex";"Y";"Gd";0;NA;2;590;"TA";0;NA;11;2007;0
"2349";"10411 m2";"Reg";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";725;"GasA";"Ex";"Y";"Gd";0;NA;2;561;"TA";0;NA;7;2007;0
"2350";"12217 m2";"IR1";"AllPub";"Gtl";"2Story";5;2007;2007;"TA";955;"GasA";"Ex";"Y";"Ex";1;"Gd";3;880;"TA";0;NA;12;2007;0
"2351";"10440 m2";"Reg";"AllPub";"Gtl";"1Story";5;2007;2007;"TA";1574;"GasA";"Ex";"Y";"Ex";1;"Gd";2;594;"TA";0;NA;5;2007;0
"2352";"11824 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1685;"GasA";"Ex";"Y";"Gd";1;"Gd";3;658;"TA";0;NA;4;2007;0
"2353";"10625 m2";"Reg";"AllPub";"Gtl";"2Story";5;2004;2004;"TA";1158;"GasA";"Ex";"Y";"Gd";1;"Gd";3;744;"TA";0;NA;6;2007;0
"2354";"7500 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1100;"GasA";"Ex";"Y";"TA";0;NA;0;0;NA;0;NA;6;2007;0
"2355";"7500 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2006;"Gd";1143;"GasA";"Ex";"Y";"Gd";0;NA;0;0;NA;0;NA;10;2007;0
"2356";"12450 m2";"Reg";"AllPub";"Gtl";"1Story";5;2003;2004;"TA";1094;"GasA";"Ex";"Y";"Gd";0;NA;2;576;"TA";0;NA;5;2007;0
"2357";"7441 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2006;"TA";1461;"GasA";"Ex";"Y";"Gd";0;NA;2;566;"TA";0;NA;6;2007;0
"2358";"11613 m2";"IR2";"AllPub";"Gtl";"2Story";5;1993;1997;"TA";864;"GasA";"Ex";"Y";"Gd";0;NA;2;492;"TA";0;NA;5;2007;0
"2359";"8012 m2";"Reg";"AllPub";"Gtl";"2Story";5;1980;1980;"TA";630;"GasA";"Ex";"Y";"TA";2;"TA";1;283;"TA";0;NA;7;2007;0
"2360";"6285 m2";"Reg";"AllPub";"Gtl";"1Story";5;1977;1977;"TA";894;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;3;2007;0
"2361";"7476 m2";"Reg";"AllPub";"Gtl";"1Story";7;1968;1968;"TA";1040;"GasA";"TA";"Y";"TA";0;NA;2;686;"TA";0;NA;6;2007;0
"2362";"19522 m2";"IR1";"AllPub";"Gtl";"2Story";5;1990;1990;"TA";1223;"GasA";"Gd";"Y";"Gd";1;"TA";2;564;"TA";0;NA;2;2007;0
"2363";"10751 m2";"IR1";"AllPub";"Gtl";"1Story";5;1974;1974;"TA";1037;"GasA";"TA";"Y";"TA";0;NA;2;431;"TA";0;NA;8;2007;0
"2364";"12712 m2";"IR1";"AllPub";"Gtl";"1Story";7;1973;2006;"TA";1044;"GasA";"TA";"Y";"Gd";1;"TA";2;542;"TA";0;NA;1;2007;0
"2365";"4379 m2";"IR1";"AllPub";"Gtl";"1Story";5;2004;2004;"TA";1378;"GasA";"Ex";"Y";"Gd";1;"Gd";2;540;"TA";0;NA;7;2007;0
"2366";"3523 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1141;"GasA";"Ex";"Y";"Gd";0;NA;2;484;"TA";0;NA;2;2007;0
"2367";"3784 m2";"IR1";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1511;"GasA";"Ex";"Y";"Gd";0;NA;2;476;"TA";0;NA;2;2007;0
"2368";"3606 m2";"Reg";"AllPub";"Gtl";"1Story";5;2006;2007;"Gd";1352;"GasA";"Ex";"Y";"Gd";1;"Gd";2;466;"TA";0;NA;8;2007;0
"2369";"5330 m2";"IR2";"AllPub";"Gtl";"1Story";5;2006;2007;"TA";1550;"GasA";"Ex";"Y";"Gd";0;NA;2;528;"TA";0;NA;7;2007;0
"2370";"2280 m2";"Reg";"AllPub";"Gtl";"2Story";5;1999;1999;"TA";744;"GasA";"Gd";"Y";"TA";1;"TA";2;440;"TA";0;NA;9;2007;0
"2371";"2117 m2";"Reg";"AllPub";"Gtl";"2Story";5;2000;2000;"TA";756;"GasA";"Ex";"Y";"Gd";0;NA;2;440;"TA";0;NA;9;2007;0
"2372";"7321 m2";"IR1";"AllPub";"Gtl";"1Story";5;1999;2000;"TA";1339;"GasA";"Ex";"Y";"Gd";0;NA;2;625;"TA";0;NA;12;2007;0
"2373";"8010 m2";"IR1";"AllPub";"Gtl";"2Story";5;2003;2004;"TA";1054;"GasA";"Ex";"Y";"Gd";2;"Gd";2;552;"TA";0;NA;8;2007;0
"2374";"8413 m2";"IR1";"AllPub";"Gtl";"2Story";5;1998;1998;"TA";1220;"GasA";"Ex";"Y";"Gd";2;"TA";2;1105;"TA";0;NA;6;2007;0
"2375";"9466 m2";"IR2";"AllPub";"Gtl";"1Story";5;1994;1995;"TA";1494;"GasA";"Ex";"Y";"Gd";1;"Gd";2;478;"TA";0;NA;5;2007;0
"2376";"12000 m2";"Reg";"AllPub";"Gtl";"1Story";6;1980;1980;"TA";2002;"GasA";"Ex";"Y";"Gd";1;"TA";2;546;"TA";0;NA;3;2007;0
"2377";"17778 m2";"IR1";"AllPub";"Gtl";"1Story";5;1981;1981;"TA";2461;"GasA";"Gd";"Y";"Gd";2;"Gd";2;676;"TA";0;NA;3;2007;0
"2378";"11700 m2";"Reg";"AllPub";"Gtl";"1Story";6;1968;1968;"TA";912;"GasA";"Ex";"Y";"TA";0;NA;2;412;"TA";0;NA;9;2007;0
"2379";"8000 m2";"Reg";"AllPub";"Gtl";"2Story";6;1970;1970;"TA";1008;"GasA";"TA";"Y";"TA";1;"Po";2;570;"TA";0;NA;6;2007;0
"2380";"8723 m2";"IR1";"AllPub";"Gtl";"SFoyer";6;1969;1969;"TA";973;"GasA";"Ex";"Y";"TA";0;NA;2;480;"TA";0;NA;1;2007;0
"2381";"11700 m2";"Reg";"AllPub";"Gtl";"1Story";5;1968;1968;"TA";1295;"GasA";"Fa";"Y";"TA";0;NA;2;528;"TA";0;NA;4;2007;0
"2382";"11358 m2";"IR1";"AllPub";"Gtl";"1Story";7;1972;1987;"TA";1124;"GasA";"TA";"Y";"Gd";1;"TA";2;515;"TA";0;NA;5;2007;0
"2383";"9547 m2";"Reg";"AllPub";"Gtl";"1Story";6;1993;1993;"TA";1594;"GasA";"Ex";"Y";"Gd";1;"TA";2;472;"TA";0;NA;7;2007;0
"2384";"10530 m2";"Reg";"AllPub";"Gtl";"2Story";6;1993;1993;"TA";1148;"GasA";"Ex";"Y";"Gd";1;"Gd";2;473;"TA";0;NA;8;2007;0
"2385";"10738 m2";"IR1";"AllPub";"Gtl";"1Story";7;1966;1966;"TA";1093;"GasA";"Gd";"Y";"TA";1;"Fa";2;484;"TA";0;NA;11;2007;0
"2386";"10800 m2";"Reg";"AllPub";"Gtl";"1Story";5;1963;1963;"TA";1052;"GasA";"TA";"Y";"TA";0;NA;1;311;"TA";0;NA;2;2007;0
"2387";"8050 m2";"Reg";"AllPub";"Gtl";"1Story";6;1967;1993;"TA";949;"GasA";"TA";"Y";"Gd";0;NA;1;308;"TA";0;NA;3;2007;0
"2388";"10899 m2";"IR1";"AllPub";"Gtl";"1Story";5;1964;1964;NA;0;"GasA";"TA";"N";"TA";0;NA;3;530;"TA";0;NA;4;2007;0
"2389";"7450 m2";"IR1";"AllPub";"Gtl";"1Story";5;1956;1956;"TA";894;"GasA";"Gd";"Y";"Gd";1;"Gd";2;396;"TA";0;NA;1;2007;0
"2390";"14357 m2";"IR1";"AllPub";"Gtl";"1Story";5;1961;1961;"TA";864;"GasA";"TA";"Y";"TA";1;"TA";2;440;"TA";0;NA;8;2007;0
"2391";"8243 m2";"IR1";"AllPub";"Gtl";"1Story";7;1961;1961;"TA";964;"GasA";"Ex";"Y";"TA";1;"Fa";2;784;"TA";0;NA;2;2007;0
"2392";"8680 m2";"Reg";"AllPub";"Gtl";"1Story";7;1960;1960;"TA";894;"GasA";"TA";"Y";"TA";0;NA;1;312;"TA";0;NA;1;2007;0
"2393";"8800 m2";"Reg";"AllPub";"Gtl";"1Story";6;1966;1966;"TA";1174;"GasA";"Ex";"Y";"TA";1;"TA";2;440;"TA";0;NA;10;2007;0
"2394";"9200 m2";"Reg";"AllPub";"Gtl";"SLvl";5;1965;1965;"TA";1042;"GasA";"TA";"Y";"TA";0;NA;2;440;"TA";0;NA;5;2007;0
"2395";"8800 m2";"Reg";"AllPub";"Gtl";"2Story";7;1964;1997;"TA";845;"GasA";"Ex";"Y";"TA";1;"Gd";2;539;"TA";0;NA;7;2007;0
"2396";"11382 m2";"IR1";"AllPub";"Gtl";"1Story";5;1964;1964;"TA";1130;"GasA";"TA";"Y";"TA";1;"TA";1;286;"TA";0;NA;8;2007;0
"2397";"22002 m2";"Reg";"AllPub";"Gtl";"1Story";7;1959;1991;"TA";1592;"GasA";"Gd";"Y";"Gd";1;"Gd";2;510;"TA";0;NA;7;2007;0
"2398";"12172 m2";"Reg";"AllPub";"Gtl";"1.5Unf";7;1940;1996;"TA";822;"GasA";"TA";"Y";"TA";0;NA;2;512;"TA";0;NA;10;2007;0
"2399";"5000 m2";"Reg";"AllPub";"Gtl";"1Story";3;1946;1950;"Fa";666;"GasA";"Fa";"N";"Gd";0;NA;0;0;NA;0;NA;4;2007;0
"2400";"3500 m2";"Reg";"AllPub";"Gtl";"1.5Fin";5;1945;1950;"TA";370;"GasA";"TA";"N";"Fa";0;NA;0;0;NA;0;NA;7;2007;0
"2401";"5175 m2";"Reg";"AllPub";"Gtl";"1Story";8;1958;2000;"TA";808;"GasA";"Ex";"Y";"TA";0;NA;1;308;"TA";0;NA;7;2007;0
"2402";"9600 m2";"Reg";"AllPub";"Gtl";"1Story";6;1955;1955;"TA";1078;"GasA";"Ex";"Y";"TA";0;NA;1;288;"TA";0;NA;10;2007;0
"2403";"8668 m2";"Reg";"AllPub";"Gtl";"1Story";5;1968;1968;"TA";1560;"GasA";"TA";"Y";"TA";0;NA;3;792;"TA";0;NA;5;2007;0
"2404";"10050 m2";"IR1";"AllPub";"Gtl";"SFoyer";6;1966;1966;"TA";793;"GasA";"Ex";"Y";"TA";1;"TA";2;432;"TA";0;NA;6;2007;0
"2405";"9600 m2";"IR1";"AllPub";"Gtl";"SLvl";5;1961;1961;"TA";1218;"GasA";"TA";"Y";"TA";1;"Gd";2;525;"TA";0;NA;5;2007;0
"2406";"8760 m2";"Reg";"AllPub";"Gtl";"1Story";7;1957;1999;"TA";936;"GasA";"TA";"Y";"Gd";0;NA;1;315;"TA";0;NA;9;2007;0
"2407";"6860 m2";"IR1";"AllPub";"Gtl";"1Story";6;1956;1956;"TA";1008;"GasA";"Ex";"Y";"Fa";0;NA;1;308;"TA";0;NA;12;2007;0
"2408";"8250 m2";"Reg";"AllPub";"Gtl";"1Story";7;1963;1963;"TA";1053;"GasA";"Gd";"Y";"Gd";0;NA;2;692;"TA";0;NA;7;2007;0
"2409";"9100 m2";"Reg";"AllPub";"Gtl";"1Story";5;1960;1960;"TA";1144;"GasA";"TA";"Y";"TA";1;"Gd";1;336;"TA";0;NA;6;2007;0
"2410";"9736 m2";"Reg";"AllPub";"Gtl";"1Story";6;1957;1969;"TA";1331;"GasA";"Gd";"Y";"TA";3;"TA";2;464;"TA";0;NA;4;2007;0
"2411";"9770 m2";"Reg";"AllPub";"Gtl";"1Story";5;1957;1957;"TA";922;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;4;2007;0
"2412";"12198 m2";"IR1";"AllPub";"Gtl";"1Story";6;1955;1975;"TA";1204;"GasA";"TA";"Y";"TA";1;"TA";1;310;"TA";0;NA;6;2007;0
"2413";"10050 m2";"Reg";"AllPub";"Gtl";"1Story";5;1955;1955;"TA";1216;"GasA";"TA";"Y";"TA";0;NA;1;336;"TA";0;NA;8;2007;0
"2414";"11556 m2";"Reg";"AllPub";"Gtl";"1Story";9;1953;2006;"TA";864;"GasA";"Gd";"Y";"Ex";0;NA;1;336;"TA";0;NA;7;2007;0
"2415";"8078 m2";"Reg";"AllPub";"Gtl";"1Story";5;1958;1958;"TA";1560;"GasA";"TA";"Y";"TA";0;NA;2;484;"TA";0;NA;12;2007;0
"2416";"10950 m2";"Reg";"AllPub";"Gtl";"1Story";6;1952;1952;"TA";948;"GasA";"TA";"Y";"TA";0;NA;2;410;"TA";0;NA;4;2007;0
"2417";"7942 m2";"Reg";"AllPub";"Gtl";"1Story";7;1953;1953;"TA";1040;"GasA";"TA";"Y";"TA";0;NA;1;293;"TA";0;NA;6;2007;0
"2418";"8540 m2";"Reg";"AllPub";"Gtl";"1Story";8;1956;2003;"TA";925;"GasA";"TA";"Y";"Gd";0;NA;1;252;"TA";0;NA;6;2007;0
"2419";"7150 m2";"Reg";"AllPub";"Gtl";"1.5Fin";4;1955;1955;"TA";1190;"GasA";"Gd";"Y";"Fa";0;NA;1;352;"TA";0;NA;8;2007;0
"2420";"8400 m2";"Reg";"AllPub";"Gtl";"1Story";5;1955;1955;"TA";923;"GasA";"TA";"Y";"TA";2;"TA";1;390;"TA";0;NA;3;2007;0
"2421";"9532 m2";"Reg";"AllPub";"Gtl";"1Story";6;1953;1953;"TA";1105;"GasA";"Gd";"Y";"TA";1;"Fa";1;280;"TA";368;NA;2;2007;0
"2422";"15783 m2";"Reg";"AllPub";"Gtl";"1Story";5;1952;1952;"TA";924;"GasA";"TA";"Y";"TA";0;NA;1;420;"TA";0;NA;6;2007;0
"2423";"14190 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1890;2006;"TA";925;"GasA";"Gd";"Y";"TA";0;NA;0;0;NA;0;NA;4;2007;0
"2424";"12099 m2";"IR1";"AllPub";"Gtl";"1.5Fin";6;1953;2004;"Fa";1216;"GasA";"Ex";"Y";"TA";1;"Gd";1;371;"TA";0;NA;6;2007;0
"2425";"21281 m2";"Reg";"AllPub";"Gtl";"2Story";4;1935;2007;"Fa";666;"GasA";"Gd";"Y";"Gd";0;NA;3;1200;"TA";0;NA;11;2007;0
"2426";"10284 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1925;1993;"TA";1151;"GasA";"Ex";"Y";"TA";0;NA;2;580;"TA";0;NA;8;2007;0
"2427";"10800 m2";"Reg";"AllPub";"Gtl";"2Story";9;1895;1999;"TA";736;"GasA";"Ex";"Y";"Gd";0;NA;0;0;NA;0;NA;7;2007;0
"2428";"10090 m2";"IR1";"AllPub";"Gtl";"SLvl";5;1963;1999;"TA";725;"GasA";"TA";"Y";"TA";2;"TA";1;276;"TA";0;NA;10;2007;0
"2429";"8700 m2";"IR1";"AllPub";"Gtl";"1Story";7;1961;1961;"TA";920;"GasA";"Gd";"Y";"TA";0;NA;1;240;"TA";0;NA;2;2007;0
"2430";"8300 m2";"IR1";"AllPub";"Gtl";"1Story";6;1968;1968;"TA";952;"GasA";"Gd";"Y";"TA";0;NA;1;288;"TA";0;NA;8;2007;0
"2431";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";3;1950;1950;"TA";864;"GasA";"Fa";"Y";"TA";1;"TA";1;357;"TA";0;NA;11;2007;0
"2432";"7500 m2";"Reg";"AllPub";"Gtl";"1Story";7;1959;2003;"TA";1040;"GasA";"Ex";"Y";"Gd";0;NA;1;286;"TA";0;NA;7;2007;0
"2433";"7315 m2";"Reg";"AllPub";"Gtl";"1Story";6;1958;1958;"TA";1170;"GasA";"TA";"Y";"TA";1;"TA";1;338;"TA";0;NA;3;2007;0
"2434";"7903 m2";"Reg";"AllPub";"Gtl";"1Story";5;1960;1960;"TA";1242;"GasA";"Gd";"Y";"TA";0;NA;1;324;"TA";0;NA;5;2007;0
"2435";"8000 m2";"Reg";"AllPub";"Gtl";"1Story";5;1960;1960;"TA";1377;"GasA";"TA";"Y";"TA";2;"TA";1;351;"TA";0;NA;11;2007;0
"2436";"7000 m2";"Reg";"AllPub";"Gtl";"1Story";6;1961;1961;NA;0;"GasA";"Gd";"Y";"TA";0;NA;1;300;"TA";0;NA;7;2007;0
"2437";"6600 m2";"Reg";"AllPub";"Gtl";"1Story";5;1962;1962;"TA";864;"GasA";"Gd";"Y";"TA";0;NA;1;294;"TA";0;NA;12;2007;0
"2438";"6760 m2";"Reg";"AllPub";"Gtl";"SFoyer";5;1962;1962;"TA";896;"GasA";"TA";"Y";"TA";1;"Po";1;288;"TA";0;NA;10;2007;0
"2439";"6978 m2";"Reg";"AllPub";"Gtl";"1Story";7;1926;1980;"TA";850;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;4;2007;0
"2440";"6000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1927;1950;"TA";845;"GasA";"TA";"Y";"TA";0;NA;2;576;"TA";0;NA;7;2007;0
"2441";"4480 m2";"Reg";"AllPub";"Gtl";"1Story";5;1922;1950;"Fa";1022;"GasA";"TA";"N";"Fa";1;"Gd";1;184;"Fa";0;NA;2;2007;0
"2442";"3153 m2";"Reg";"AllPub";"Gtl";"1Story";6;1920;1990;"TA";967;"GasA";"Gd";"Y";"TA";1;"Gd";1;180;"TA";0;NA;7;2007;0
"2443";"7200 m2";"Reg";"AllPub";"Gtl";"1Story";8;1940;1950;"TA";808;"GasA";"Ex";"Y";"TA";2;"Gd";2;379;"TA";0;NA;5;2007;0
"2444";"9000 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1900;2006;"Fa";680;"GasA";"Ex";"Y";"Gd";1;"Gd";2;576;"TA";0;NA;6;2007;0
"2445";"5925 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1900;1950;"TA";570;"GasA";"Gd";"N";"TA";0;NA;1;252;"Fa";0;NA;5;2007;0
"2446";"9639 m2";"Reg";"AllPub";"Gtl";"2Story";8;1900;1950;"TA";1075;"GasA";"Ex";"Y";"TA";0;NA;2;342;"TA";0;NA;5;2007;0
"2447";"10337 m2";"IR1";"AllPub";"Gtl";"2Story";9;1910;1999;"TA";725;"GasA";"Ex";"N";"Gd";0;NA;2;816;"TA";0;NA;5;2007;0
"2448";"9863 m2";"Reg";"AllPub";"Gtl";"2Story";6;1927;1950;"TA";728;"GasA";"TA";"Y";"TA";1;"Gd";1;374;"TA";0;NA;3;2007;0
"2449";"4571 m2";"Reg";"AllPub";"Gtl";"2Story";7;1910;1950;"TA";616;"GasA";"Ex";"Y";"TA";0;NA;2;480;"Fa";0;NA;6;2007;0
"2450";"8398 m2";"Reg";"AllPub";"Gtl";"1.5Fin";8;1910;1990;"Gd";926;"GasA";"TA";"Y";"TA";0;NA;2;468;"TA";0;NA;11;2007;0
"2451";"3600 m2";"Reg";"AllPub";"Gtl";"2Story";7;1930;2005;"Fa";687;"GasA";"Gd";"Y";"Gd";1;"Gd";1;336;"TA";0;NA;7;2007;0
"2452";"13500 m2";"Reg";"AllPub";"Gtl";"2.5Unf";8;1879;1987;"TA";819;"GasA";"TA";"Y";"TA";1;"Gd";2;576;"TA";0;NA;2;2007;0
"2453";"8626 m2";"Reg";"AllPub";"Gtl";"1Story";6;1956;1956;NA;0;"GasA";"Gd";"Y";"TA";0;NA;1;331;"TA";0;NA;5;2007;0
"2454";"11800 m2";"Reg";"AllPub";"Gtl";"SLvl";7;1949;2002;NA;0;"GasA";"Ex";"Y";"TA";1;"TA";1;384;"TA";0;NA;5;2007;0
"2455";"6854 m2";"Reg";"AllPub";"Mod";"1Story";7;1925;1994;"TA";756;"GasA";"TA";"N";"TA";1;"Gd";1;308;"TA";0;NA;8;2007;0
"2456";"8674 m2";"Reg";"AllPub";"Gtl";"1.5Fin";6;1950;1950;"TA";910;"GasA";"TA";"Y";"TA";0;NA;1;308;"TA";0;NA;3;2007;0
"2457";"6125 m2";"Reg";"AllPub";"Gtl";"1.5Fin";7;1939;1998;"TA";728;"GasA";"Ex";"Y";"TA";0;NA;1;224;"TA";0;NA;3;2007;0
"2458";"6000 m2";"Reg";"AllPub";"Gtl";"2Story";6;1939;1950;"TA";600;"GasA";"Ex";"Y";"TA";2;"TA";1;217;"TA";0;NA;2;2007;0
